categoria,capitulo,descricao_categoria,grupo,sub_categoria,descricao_subcategoria,descricao_grupo,descricao_capitulo
T35,XIX,Geladura de múltiplas partes do corpo e das não especificadas,T33-T35,T357,"Geladura, de grau não especificado, de localização não especificada",Geladuras [frostbite], Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T360,Intoxicação por penicilinas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T361,Intoxicação por cefalosporinas e outras betalactaminas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T362,Intoxicação pelo grupo do cloranfenicol,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T363,Intoxicação por macrolídios,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T364,Intoxicação por tetraciclinas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T365,Intoxicação por aminoglicosídeos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T366,Intoxicação por rifamicinas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T367,Intoxicação por antibióticos antifúngicos administrados por via sistêmica,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T368,Intoxicação por outros antibióticos sistêmicos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T36,XIX,Intoxicação por antibióticos sistêmicos,T36-T50,T369,Intoxicação por antibióticos sistêmicos não especificados,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T37,XIX,Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas,T36-T50,T370,Intoxicação por sulfonamidas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T37,XIX,Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas,T36-T50,T371,Intoxicação por drogas antimicobacterianas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T37,XIX,Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas,T36-T50,T372,Intoxicação por antimaláricos e drogas que atuam sobre outros protozoários do sangue,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T37,XIX,Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas,T36-T50,T373,Intoxicação por outros medicamentos antiprotozoários,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T37,XIX,Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas,T36-T50,T374,Intoxicação por anti-helmínticos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T37,XIX,Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas,T36-T50,T375,Intoxicação por drogas antivirais,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T37,XIX,Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas,T36-T50,T378,Intoxicação por outros agentes antiinfecciosos e antiparasitários especificados,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T37,XIX,Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas,T36-T50,T379,Intoxicação por agentes antiinfecciosos e antiparasitários sistêmicos não especificados,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T380,Intoxicação por glicocorticóides e análogos sintéticos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T381,Intoxicação por hormônios tireoidianos e seus derivados,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T382,Intoxicação por medicamentos antitireoidianos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T383,Intoxicação por insulina e drogas hipoglicemiantes orais [antidiabéticos],"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T384,Intoxicação por anticoncepcionais orais,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T385,Intoxicação por outros estrógenos e progestágenos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T386,"Intoxicação por antigonadotrofinas, antiestrógenos, antiandrógenos não classificados em outra parte","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T387,Intoxicação por andrógenos e anabolizantes congêneres,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T388,"Intoxicação por outros hormônios e substitutos sintéticos, e os não especificados","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T38,XIX,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte",T36-T50,T389,"Intoxicação por outros antagonistas hormonais, e os não especificados","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T39,XIX,"Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos",T36-T50,T390,Intoxicação por salicilatos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T39,XIX,"Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos",T36-T50,T391,Intoxicação por derivados do 4-aminofenol,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T39,XIX,"Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos",T36-T50,T392,Intoxicação por derivados pirazolônicos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T39,XIX,"Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos",T36-T50,T393,Intoxicação por outros antiinflamatórios não esteróides,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T39,XIX,"Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos",T36-T50,T394,Intoxicação por anti-reumáticos não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T39,XIX,"Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos",T36-T50,T398,Intoxicação por outros analgésicos não opiáceos e antipiréticos não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T39,XIX,"Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos",T36-T50,T399,"Intoxicação por analgésico não-opiáceo, antipirético e anti-reumático, não especificados","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T400,Intoxicação por ópio,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T401,Intoxicação por heroína,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T402,Intoxicação por outros opiáceos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T403,Intoxicação por metadona,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T404,Intoxicação por outros narcóticos sintéticos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T405,Intoxicação por cocaína,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T406,Intoxicação por outros narcóticos e os não especificados,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T407,Intoxicação por cannabis (derivados),"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T408,Intoxicação por lisergida [LSD],"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T40,XIX,Intoxicação por narcóticos e psicodislépticos [alucinógenos],T36-T50,T409,Intoxicação por outros psicodislépticos e os não especificados [alucinógenos],"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T41,XIX,Intoxicação por anestésicos e gases terapêuticos,T36-T50,T410,Intoxicação por anestésicos inalatórios,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T41,XIX,Intoxicação por anestésicos e gases terapêuticos,T36-T50,T411,Intoxicação por anestésicos intravenosos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T41,XIX,Intoxicação por anestésicos e gases terapêuticos,T36-T50,T412,Intoxicação por outros anestésicos gerais e os não especificados,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T41,XIX,Intoxicação por anestésicos e gases terapêuticos,T36-T50,T413,Intoxicação por anestésicos locais,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T41,XIX,Intoxicação por anestésicos e gases terapêuticos,T36-T50,T414,Intoxicação por anestésico não especificado,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T41,XIX,Intoxicação por anestésicos e gases terapêuticos,T36-T50,T415,Intoxicação por gases terapêuticos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T42,XIX,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos",T36-T50,T420,Intoxicação por derivados da hidantoína,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T42,XIX,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos",T36-T50,T421,Intoxicação por iminostilbenos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T42,XIX,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos",T36-T50,T422,Intoxicação por succinimidas e oxazolidinadionas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T42,XIX,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos",T36-T50,T423,Intoxicação por barbitúricos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T42,XIX,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos",T36-T50,T424,Intoxicação por benzodiazepinas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T42,XIX,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos",T36-T50,T425,"Intoxicação por antiepiléticos em associação, não classificados em outra parte","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T42,XIX,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos",T36-T50,T426,Intoxicação por outras drogas antiepilépticas e sedativos-hipnóticos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T42,XIX,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos",T36-T50,T427,"Intoxicação por drogas antiepilépticos, sedativos-hipnóticos, não especificados","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T42,XIX,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos",T36-T50,T428,Intoxicação por drogas antiparkinsonianos e outros depressores centrais do tônus muscular,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T43,XIX,Intoxicação por drogas psicotrópicas não classificadas em outra parte,T36-T50,T430,Intoxicação por antidepressivos tricíclicos e tetracíclicos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T43,XIX,Intoxicação por drogas psicotrópicas não classificadas em outra parte,T36-T50,T431,Intoxicação por antidepressivos inibidores da monoaminooxidase (MAO),"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T43,XIX,Intoxicação por drogas psicotrópicas não classificadas em outra parte,T36-T50,T432,Intoxicação por outros antidepressivos e os não especificados,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T43,XIX,Intoxicação por drogas psicotrópicas não classificadas em outra parte,T36-T50,T433,Intoxicação por antipsicóticos e neurolépticos derivados da fenotiazina,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T43,XIX,Intoxicação por drogas psicotrópicas não classificadas em outra parte,T36-T50,T434,Intoxicação por neurolépticos do tipo butirofenona e tioxanteno,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T43,XIX,Intoxicação por drogas psicotrópicas não classificadas em outra parte,T36-T50,T435,Intoxicação por outros antipsicóticos e neurolépticos e os não especificados,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T43,XIX,Intoxicação por drogas psicotrópicas não classificadas em outra parte,T36-T50,T436,Intoxicação por psicoestimulantes que potencialmente podem provocar dependência,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T43,XIX,Intoxicação por drogas psicotrópicas não classificadas em outra parte,T36-T50,T438,Intoxicação por outras drogas psicotrópicas não classificadas em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T43,XIX,Intoxicação por drogas psicotrópicas não classificadas em outra parte,T36-T50,T439,Intoxicação por droga psicotrópica não especificada,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T440,Intoxicação por agentes anticolinesterase,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T441,Intoxicação por outros agentes parassimpaticomiméticos [colinérgicos],"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T442,Intoxicação por bloqueadores ganglionares não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T443,Intoxicação por outros parassimpaticolíticos [anticolinérgicos e antimuscarínicos] e espasmolíticos não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T444,Intoxicação por agonistas principalmente alfa-adrenorreceptores não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T445,Intoxicação por agonistas principalmente beta-adrenorreceptores não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T446,Intoxicação por antagonistas alfa-adrenorreceptores não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T447,Intoxicação por antagonistas beta-adrenorreceptores não classificados em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T448,"Intoxicação por bloqueadores neuronais adrenérgicos e de ação central, não classificados em outra parte","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T44,XIX,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo,T36-T50,T449,Intoxicação por outras drogas que afetam principalmente o sistema nervoso autônomo e as não especificadas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T450,Intoxicação por drogas antialérgicas e antieméticas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T451,Intoxicação por drogas antineoplásicas e imunomupressoras,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T452,"Intoxicação por vitaminas, não classificadas em outra parte","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T453,"Intoxicação por enzimas, não classificadas em outra parte","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T454,Intoxicação por ferro e seus compostos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T455,Intoxicação por anticoagulantes,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T456,Intoxicação por drogas que afetam a fibrinólise,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T457,"Intoxicação por antagonistas de anticoagulantes, vitamina K e de outros fatores de coagulação","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T458,Intoxicação por outras substâncias primariamente sistêmicas e hematológicas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T45,XIX,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",T36-T50,T459,Intoxicação por substância essencialmente sistêmica e hematológica não especificada,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T460,Intoxicação por glicosídeos estimulantes do coração e substâncias de ação semelhante,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T461,Intoxicação por bloqueadores dos canais de cálcio,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T462,Intoxicação por outras drogas antidisrítmicas não classificadas em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T463,"Intoxicação por vasodilatadores coronarianos, não classificados em outra parte","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T464,Intoxicação por inibidores da enzima de conversão da angiotensina,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T465,Intoxicação por outras drogas anti-hipertensivas não classificadas em outra parte,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T466,Intoxicação por drogas antihiperlipêmicas e antiarterioscleróticas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T467,Intoxicação por vasodilatadores periféricos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T468,"Intoxicação por drogas antivaricosas, incluindo substâncias esclerosantes","Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T46,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,T36-T50,T469,Intoxicação por outras substâncias e as não especificadas que agem essencialmente sobre o aparelho circulatório,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T470,Intoxicação por antagonistas dos receptores H2 da histamina,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T471,Intoxicação por outros antiácidos e drogas que inibem a secreção gástrica,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T472,Intoxicação por laxativos estimulantes,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T473,Intoxicação por laxativos salinos e osmóticos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T474,Intoxicação por outros laxativos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T475,Intoxicação por digestivos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T476,Intoxicação por drogas antidiarréicas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T477,Intoxicação por eméticos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T478,Intoxicação por outras substâncias que atuam primariamente sobre o aparelho gastrintestinal,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T47,XIX,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,T36-T50,T479,Intoxicação por substância não especificada que atua primariamente sobre o aparelho gastrointestinal,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T48,XIX,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,T36-T50,T480,Intoxicação por drogas ocitócicas,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T48,XIX,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,T36-T50,T481,Intoxicação por relaxantes musculares esqueléticos [bloqueadores neuromusculares],"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T48,XIX,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,T36-T50,T482,Intoxicação por outras substâncias e as não especificadas que atuam sobre os músculos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T48,XIX,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,T36-T50,T483,Intoxicação por antitussígenos,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T48,XIX,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,T36-T50,T484,Intoxicação por expectorantes,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
T48,XIX,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,T36-T50,T485,Intoxicação por drogas anti-resfriado,"Intoxicação por drogas, medicamentos e substâncias biológicas", Lesões enven e alg out conseq causas externas
